0	-1.#IND00
283	502.335928
284	504.750110
285	506.162764
286	508.573893
287	510.983504
288	514.391602
289	513.798192
290	514.203279
291	514.606869
292	516.008966
293	516.409576
294	517.808704
295	519.206354
296	521.602532
297	521.997243
298	523.390492
299	524.782283
300	527.172622
301	528.561514
302	530.948962
303	533.334972
304	536.719549
305	537.102698
306	538.484422
307	539.864727
308	542.243618
309	543.621099
310	545.997174
311	548.371848
312	551.745125
313	553.117011
314	555.487509
315	557.856624
316	561.224361
317	563.590723
318	566.955714
319	570.319341
320	574.681606
321	574.042513
322	574.402068
323	574.760274
324	576.117135
325	576.472656
326	577.826841
327	579.179693
328	581.531218
329	581.881418
330	583.230298
331	584.577863
332	586.924115
333	588.269059
334	590.612699
335	592.955038
336	596.296081
337	596.635832
338	597.974294
339	599.311471
340	601.647367
341	602.981985
342	605.315330
343	607.647405
344	610.978214
345	612.307761
346	614.636048
347	616.963081
348	620.288862
349	622.613394
350	625.936683
351	629.258731
352	633.579541
353	633.899117
354	635.217464
355	636.534583
356	638.850479
357	640.165155
358	642.478615
359	644.790861
360	648.101898
361	649.411729
362	651.720356
363	654.027784
364	657.334015
365	659.639053
366	662.942901
367	666.245563
368	670.547041
369	671.847339
370	674.146460
371	676.444408
372	679.741185
373	682.036794
374	685.331239
375	688.624523
376	692.916649
377	695.207619
378	698.497438
379	701.786108
380	706.073632
381	709.360013
382	713.645254
383	717.929358
384	723.212328
385	722.494167
386	722.774879
387	723.054465
388	724.332929
389	724.610273
390	725.886502
391	727.161616
392	729.435620
393	729.708516
394	730.980307
395	732.250996
396	734.520585
397	735.789077
398	738.056476
399	740.322783
400	743.588002
401	743.852135
402	745.115185
403	746.377155
404	748.638047
405	749.897864
406	752.156609
407	754.414284
408	757.670892
409	758.926435
410	761.180917
411	763.434339
412	766.686705
413	768.938017
414	772.188277
415	775.437488
416	779.685653
417	779.932773
418	781.178852
419	782.423893
420	784.667896
421	785.910866
422	788.152804
423	790.393713
424	793.633595
425	794.872453
426	797.110289
427	799.347106
428	802.582905
429	804.817690
430	808.051462
431	811.284225
432	815.515980
433	816.746729
434	818.976476
435	821.205221
436	824.432969
437	826.659720
438	829.885478
439	833.110244
440	837.334020
441	839.556810
442	842.778615
443	845.999437
444	850.219279
445	853.438143
446	857.656031
447	861.872945
448	867.088888
449	867.303861
450	868.517867
451	869.730908
452	871.942986
453	873.154103
454	875.364261
455	877.573463
456	880.781710
457	881.989005
458	884.195349
459	886.400745
460	889.605195
461	891.808701
462	895.011265
463	898.212889
464	902.413575
465	903.613325
466	905.812141
467	908.010025
468	911.206979
469	913.403005
470	916.598105
471	919.792281
472	923.985535
473	926.177868
474	929.369284
475	932.559783
476	936.749368
477	939.938041
478	944.125803
479	948.312657
480	953.498604
481	954.683646
482	956.867785
483	959.051024
484	962.233363
485	964.414805
486	967.595351
487	970.775004
488	974.953765
489	977.131636
490	980.308619
491	983.484715
492	987.659927
493	990.834257
494	995.007705
495	999.180274
496	1004.351966
497	1006.522783
498	1009.692725
499	1012.861796
500	1017.029996
