0	-1.#IND00
1	0.301030
2	1.000000
3	1.471726
4	2.795880
5	3.010300
6	4.137272
7	5.191524
8	7.183520
9	7.121087
10	8.010300
11	8.856010
12	10.662185
13	11.432126
14	13.168627
15	14.874081
16	17.550560
17	17.199878
18	17.823635
19	18.423251
20	20.000000
21	20.555025
22	22.089361
23	23.603950
24	26.099650
25	26.577250
26	28.037473
27	29.480988
28	31.908415
29	33.320328
30	35.717262
31	38.099717
32	41.468161
33	40.823030
34	41.164737
35	41.493668
36	42.810190
37	43.114646
38	44.407363
39	45.688650
40	47.958800
41	48.218092
42	49.466790
43	50.705146
44	52.933402
45	54.151787
46	56.360520
47	58.559810
48	61.749860
49	61.930862
50	63.103000
51	64.266451
52	66.421386
53	67.567969
54	69.706357
55	71.836702
56	74.959150
57	76.073843
58	78.180916
59	80.280501
60	83.372725
61	85.457710
62	88.535575
63	91.606435
64	95.670401
65	94.727582
66	94.778080
67	94.821998
68	95.859434
69	95.890482
70	96.915237
71	97.933787
72	99.946220
73	99.952621
74	100.953072
75	101.947655
76	103.936447
77	104.919524
78	106.896961
79	108.868829
80	111.835201
81	111.796143
82	112.751724
83	113.702008
84	115.647060
85	116.586941
86	118.521713
87	120.451435
88	123.376164
89	124.295959
90	126.210874
91	128.120963
92	131.026279
93	132.926875
94	135.822801
95	138.714107
96	142.600841
97	142.483051
98	143.360784
99	144.234085
100	146.103000
101	146.967571
102	148.827842
103	150.683855
104	153.535652
105	154.383273
106	156.226758
107	158.066145
108	160.901474
109	162.732781
110	165.560104
111	168.383479
112	172.202941
113	173.018525
114	174.830266
115	176.638198
116	179.442353
117	181.242764
118	184.039463
119	186.832481
120	190.621850
121	192.407600
122	195.189760
123	197.968361
124	201.743431
125	204.514998
126	208.283091
127	212.047737
128	216.808963
129	215.566797
130	215.321264
131	215.072390
132	215.820201
133	215.564721
134	216.305976
135	217.043991
136	218.778788
137	218.510392
138	219.238825
139	219.964112
140	221.686274
141	222.405335
142	224.121314
143	225.834236
144	228.544121
145	228.250989
146	228.954862
147	229.655761
148	231.353705
149	232.048715
150	233.740810
151	235.430010
152	238.116334
153	238.799800
154	240.480428
155	242.158236
156	244.833242
157	246.505464
158	249.174920
159	251.841627
160	255.505602
161	255.166863
162	255.825427
163	256.481310
164	258.134528
165	258.785098
166	260.433037
167	262.078359
168	264.721080
169	265.361216
170	266.998783
171	268.633794
172	271.266266
173	272.896213
174	275.523650
175	278.148591
176	281.771050
177	282.391041
178	284.008579
179	285.623677
180	288.236348
181	289.846607
182	292.454467
183	295.059940
184	298.663040
185	300.263779
186	302.862172
187	305.458229
188	309.051964
189	311.643388
190	315.232515
191	318.819356
192	323.403923
193	322.986229
194	323.566284
195	324.144100
196	325.719689
197	326.293063
198	327.864231
199	329.433207
200	332.000000
201	332.564622
202	334.127082
203	335.687393
204	338.245565
205	339.801608
206	342.355532
207	344.907348
208	348.457065
209	349.004695
210	350.550247
211	352.093731
212	354.635157
213	356.174534
214	358.711872
215	361.247180
216	364.780469
217	366.311747
218	368.841023
219	371.368308
220	374.893609
221	377.416937
222	380.938299
223	384.457705
224	388.975163
225	389.490682
226	391.004272
227	392.515939
228	395.025694
229	396.533544
230	399.039497
231	401.543562
232	405.045746
233	406.546059
234	409.044508
235	411.541101
236	415.035846
237	417.528751
238	421.019823
239	424.509071
240	428.996501
241	430.482122
242	432.965940
243	435.447964
244	438.928201
245	441.406658
246	444.883343
247	448.358261
248	452.831422
249	455.302831
250	458.772497
251	462.240425
252	466.706623
253	470.171097
254	474.633855
255	479.094903
256	484.554248
257	483.011896
258	482.467855
259	481.922130
260	482.374728
261	481.825656
262	482.274921
263	482.722527
264	484.168482
265	483.612792
266	484.055464
267	484.496502
268	485.935914
269	486.373706
270	487.809883
271	489.244451
272	491.677417
273	491.108786
274	491.538565
275	491.966758
276	493.393372
277	493.818413
278	495.241886
279	496.663796
280	499.084150
281	499.502953
282	500.920210
